x,Bound,CAGR,Sharpe,MaxDD,Calmar,FloorViol
2%,0.0392156862745098,0.06231137234864148,0.9954680915898474,-0.0371963751608263,1.6752001257978832,0
4%,0.07692307692307693,0.09434065378831069,0.8356416043477533,-0.05008905258429608,1.8834585387603913,0
6%,0.11320754716981131,0.06180792092149079,0.45396376916324416,-0.0757361231498388,0.8160956535787817,0
8%,0.14814814814814814,0.1575380542912208,0.9032585926685872,-0.12094868547619764,1.3025197725048765,0
10%,0.18181818181818182,0.17571938060295023,0.8922040708866684,-0.13730954685376495,1.2797317056918982,0
12%,0.21428571428571425,0.13504020202345557,0.6831939026076476,-0.1608366086106212,0.839611100917841,0
15%,0.2608695652173913,0.13323998597514852,0.6368645316682621,-0.18654600470804938,0.7142473310198922,0
