bucket,target_dte,roll_dte,CAGR,Max DD,Sharpe
10% OTM,30,3,0.32721083842087917,-0.231290454494534,1.127600148223765
10% OTM,90,5,0.33594040654295165,-0.1957172940414118,1.038675570005946
10% OTM,90,5,0.33594040654295165,-0.1957172940414118,1.038675570005946
