target_dte,3,5,7,10,14,21,30,45,60
30,-0.38724340674724467,-0.43746064682267305,-0.40594039674559423,-0.408495006806034,-0.38724340674724467,-0.42392459366578783,,,
45,-0.46056388776135104,-0.43468750946117274,-0.43468750946117274,-0.46608372606250936,-0.4225120132661906,-0.49847202834952864,-0.5691898796107833,,
60,-0.5906128250862955,-0.4792119722132927,-0.4792119722132927,-0.4011262881474601,-0.42617592092512113,-0.4204235233671896,-0.5673750587492219,-0.391512798343537,
90,-0.5758635247458814,-0.503671364708911,-0.503671364708911,-0.5246771488622105,-0.5377970258001858,-0.358284376993371,-0.5673750587492219,-0.47444062621507943,-0.6230092428542795
120,-0.4903797163969066,-0.4323943969561337,-0.4323943969561337,-0.5537558302197989,-0.696190819219493,-0.5474046378642986,-0.5673750587492219,-0.38584079003827354,-0.7769641092795236
150,-0.3433836530309128,-0.3433836530309128,-0.3433836530309128,-0.34436442163255054,-0.5675185049181297,-0.47482942245257587,-0.5673750587492219,-0.38584079003827354,-0.7667471783951266
180,-0.3433836530309128,-0.3433836530309128,-0.3433836530309128,-0.39530281185871863,-0.40964159470356265,-0.5203048483655088,-0.5673750587492219,-0.38584079003827354,-0.765194375974606
210,-0.3433836530309128,-0.3433836530309128,-0.3433836530309128,-0.4079232808960258,-0.42111503117219884,-0.38171841919160365,-0.5673750587492219,-0.38584079003827354,-0.7944172659762032
240,-0.3433836530309128,-0.3433836530309128,-0.3433836530309128,-0.4079232808960258,-0.42111503117219884,-0.44455005568597095,-0.5673750587492219,-0.38584079003827354,-0.7875635831806379
270,-0.3433836530309128,-0.3433836530309128,-0.3433836530309128,-0.4079232808960258,-0.5309572132408784,-0.44455005568597095,-0.5673750587492219,-0.38584079003827354,-0.7875635831806379
