target_dte,3,5,7,10,14,21,30,45,60
30,0.8248112632488293,0.4591275502551848,0.4612216654855138,0.1546057732050666,-0.4942119567503054,0.10744980197080004,,,
45,0.8244034355231983,0.7205120345921516,0.7205120345921516,0.15222782416608407,-0.2210932885974202,0.08523999578252041,0.5506686121979321,,
60,0.5712968037734945,0.7301812174991501,0.7301812174991501,0.4553546256281624,0.16330821256257555,-0.00951861393895236,0.5499552479691658,0.08970165881712057,
90,0.6031812532279602,0.6072580945642515,0.6072580945642515,0.6291200718314625,0.3468663124961643,0.4439651659208652,0.2601921957508293,-0.211086517654188,0.3032251054767631
120,0.4269787752444714,0.2472210815432484,0.2472210815432484,0.2939499384282426,0.046064830297309955,0.22578428958311555,0.062037536636875557,0.047780386878621364,0.32961922809768535
150,0.4352363662058408,0.38635012308561767,0.38635012308561767,0.4086517388228226,0.1792023321228914,0.031170187966131843,-0.05193771966575692,0.16953040601575384,0.3132998164259856
180,0.15606899799974408,0.1028700809909483,0.1028700809909483,0.5094777335797953,0.21976595638112215,0.09621508218629236,0.12680550435169627,0.20424218491634155,0.20390330474576804
210,0.23027505751571006,0.19942730691790372,0.19942730691790372,0.49671132261184875,0.19851489073832015,0.22623198647767484,0.16248694585340923,0.3959514853863389,0.2258871659862298
240,0.2815967449902595,0.243471462060815,0.243471462060815,0.49709541512054456,0.1968157921525896,0.22623198647767484,0.1759300444850994,0.3886462086662779,0.2246031165424362
270,0.2815967449902595,0.243471462060815,0.243471462060815,0.49709541512054456,0.1968157921525896,0.10758338482671169,0.1759300444850994,0.30981153936195877,0.2246031165424362
