target_dte,3,5,7,10,14,21,30,45,60
30,0.28009276858392584,0.11813241042110367,0.11912483537348084,-0.018447758912382373,-0.44016413423586365,-0.026492250988506494,,,
45,0.27825184438297224,0.22240582724466273,0.22240582724466273,-0.009681875889391955,-0.17955945911242877,-0.04013312504314093,0.12117724840266697,,
60,0.16538884518453512,0.22748753849839232,0.22748753849839232,0.1056544919190392,-0.012518714267165332,-0.1105775359496114,0.12670586805841833,-0.016211946989985848,
90,0.18523550546788115,0.17580548274287433,0.17580548274287433,0.17787194371864112,0.0601762357199378,0.10520274177487865,0.030045979111547938,-0.1475756532304464,0.046970994420353795
120,0.0963818766437805,0.010108878914696362,0.010108878914696362,0.03483337993949531,-0.1087649369263346,-0.002848881297379924,-0.06564568895951373,-0.05538918025492068,0.05309565481301082
150,0.1016798312668965,0.07795086189174905,0.07795086189174905,0.08772337554804399,-0.021750713121252763,-0.08005075112333038,-0.1254569433628565,-0.005783504938465245,0.041681849450008635
180,-0.05621691956503316,-0.08375136722232568,-0.08375136722232568,0.13167349417249663,0.0025674633206773656,-0.038791440398361576,-0.06790943037363939,0.006617077936606153,-0.00196468068073552
210,-0.025022861771548,-0.03811401819464422,-0.03811401819464422,0.12720420558380052,-0.00921342492349786,0.008365311455239999,-0.015015516182863897,0.08084317413646835,0.008253394317687457
240,0.007952898285782606,-0.013735238559168916,-0.013735238559168916,0.1272355406380945,-0.009168299218437204,0.008365311455239999,-0.015350236101187908,0.0778337589195921,0.008296344613284878
270,0.007952898285782606,-0.013735238559168916,-0.013735238559168916,0.1272355406380945,-0.009168299218437204,-0.03836106580361465,-0.015350236101187908,0.046815891046486646,0.008296344613284878
