target_dte,3,5,7,10,14,21,30,45,60
30,-0.39946853031953633,-0.509826370627543,-0.47591564043361456,-0.43566632050424303,-0.39946853031953633,-0.47848834291599784,,,
45,-0.5761018448854692,-0.4547616235950199,-0.4547616235950199,-0.4508134778598615,-0.4508134778598615,-0.6394654311193282,-0.7233678647462771,,
60,-0.659729561497924,-0.4915137794519432,-0.4915137794519432,-0.4155818716181833,-0.48082842669726567,-0.4155818716181833,-0.599020627884826,-0.6150994368528837,
90,-0.6593626459639642,-0.5612599228335193,-0.5612599228335193,-0.697665286090013,-0.6972784271494027,-0.560841117947744,-0.599020627884826,-0.5577747563452244,-0.3378827481237586
120,-0.4375995505885102,-0.4112258681185169,-0.4112258681185169,-0.6990532137520512,-0.8320635798672883,-0.5256067551967862,-0.599020627884826,-0.5041951543535418,-0.5325196741845665
150,-0.38834045706858833,-0.45677413924491495,-0.45677413924491495,-0.4979582960215193,-0.7925758183016733,-0.6417941057428569,-0.599020627884826,-0.5041951543535418,-0.5408114771476498
180,-0.38834045706858833,-0.44504755205718693,-0.44504755205718693,-0.49529076734089394,-0.5604408225626314,-0.6669003539549203,-0.599020627884826,-0.5041951543535418,-0.597064228144677
