Strategy,CAGR,Ann. Vol,Sharpe,Max DD,Calmar,bucket,target_dte,roll_dte,stop_loss_rolls,misses,exit_misses,transaction_costs_paid,borrow_paid
10% OTM/120/14,0.048181343939575516,0.3413891447924812,0.3075816668729647,-0.34143514391371854,0.141114190493967,10% OTM,120,14,15,0,12,0.2886,0.0854
10% OTM/120/21,-0.04878886292478102,0.4272878379371126,0.09634904867333467,-0.5592853236135233,-0.08723429860372134,10% OTM,120,21,17,0,17,0.6898,0.0854
10% OTM/120/30,-0.05612239442007161,0.4269041912474111,0.0764678368339858,-0.5534432405523757,-0.10140587201689819,10% OTM,120,30,15,0,30,0.5717,0.0854
10% OTM/120/45,0.014847358582217085,0.38162223067521733,0.2292573985980773,-0.4914242352928335,0.030212914862389174,10% OTM,120,45,16,0,33,0.4833,0.0854
10% OTM/120/60,-0.029496994576796998,0.3770160684463921,0.10770636437930226,-0.5034275510537103,-0.058592332730017765,10% OTM,120,60,17,0,45,0.8035,0.0854
10% OTM/150/3,0.028465650947873122,0.3860857465857744,0.26930898409350423,-0.4599577324691043,0.06188753648094215,10% OTM,150,3,16,0,6,0.8769,0.0854
10% OTM/150/5,0.0018027675175094071,0.40142724341259783,0.20577201489769267,-0.5475535739639165,0.0032924038911089433,10% OTM,150,5,14,0,8,0.528,0.0854
10% OTM/150/7,0.0018027675175094071,0.40142724341259783,0.20577201489769267,-0.5475535739639165,0.0032924038911089433,10% OTM,150,7,14,0,8,0.528,0.0854
10% OTM/150/10,0.009013711922166934,0.41445708488516836,0.23019526158349315,-0.48871585209492496,0.01844366595339365,10% OTM,150,10,12,0,10,0.3719,0.0854
10% OTM/150/14,0.057786719083452676,0.3850167976930596,0.3386295979694542,-0.3172931019495274,0.18212409512969793,10% OTM,150,14,13,0,10,0.3842,0.0854
10% OTM/150/21,-0.14376155427712634,0.4482645008508512,-0.1233714846856029,-0.6778169363895948,-0.21209495744215992,10% OTM,150,21,13,0,15,0.6082,0.0854
10% OTM/150/30,-0.1536289080886385,0.4393346787150085,-0.16365376855412442,-0.6928137878888188,-0.2217463202584134,10% OTM,150,30,12,0,21,0.4923,0.0854
10% OTM/150/45,0.0038754481642011562,0.40280616382442613,0.21019862706881834,-0.4742123547829378,0.00817238970075985,10% OTM,150,45,11,0,33,0.3725,0.0854
10% OTM/150/60,0.08257096514800355,0.33814068361868177,0.40215242649563315,-0.33883927983156903,0.2436877011102376,10% OTM,150,60,16,0,43,0.5445,0.0854
10% OTM/180/3,-0.022494874170615575,0.4481003941129102,0.16896076150153297,-0.5361461954798277,-0.04195660504591222,10% OTM,180,3,14,0,6,0.4058,0.0854
10% OTM/180/5,-0.024370088899349995,0.4506131041619092,0.16617969220065973,-0.5362084688519431,-0.04544890712287318,10% OTM,180,5,11,0,6,0.3595,0.0854
10% OTM/180/7,-0.024370088899349995,0.4506131041619092,0.16617969220065973,-0.5362084688519431,-0.04544890712287318,10% OTM,180,7,11,0,6,0.3595,0.0854
10% OTM/180/10,0.0032182164920770973,0.42676493798141885,0.21674173777663697,-0.4649005204058504,0.006922376617835678,10% OTM,180,10,8,0,9,0.2346,0.0854
10% OTM/180/14,0.09308792412415179,0.36825941579234955,0.4260440873873098,-0.24454223372530737,0.3806619523591856,10% OTM,180,14,11,0,10,0.3546,0.0854
10% OTM/180/21,-0.0782979482723315,0.40928970247098434,0.004079973599017789,-0.5735336075558434,-0.13651850081811961,10% OTM,180,21,12,0,15,0.6002,0.0854
10% OTM/180/30,-0.12433660113725153,0.4587086218985528,-0.04478071540247431,-0.7128764812838354,-0.17441535020671595,10% OTM,180,30,13,0,22,0.7249,0.0854
10% OTM/180/45,0.012245248575560419,0.3922221216831,0.22649554173713796,-0.474353210191112,0.02581462149402749,10% OTM,180,45,11,0,33,0.3703,0.0854
10% OTM/180/60,0.043383357690335966,0.3492716180959452,0.29405766224893026,-0.40361947020276234,0.10748579018881793,10% OTM,180,60,16,0,43,0.5497,0.0854
20% OTM/30/3,0.28472048547439677,0.5113577016559488,0.7409041334934444,-0.49882805122083984,0.5707788180267073,20% OTM,30,3,57,0,5,0.5524,0.0854
20% OTM/30/5,0.05626406891560709,0.4821368629830375,0.34921783686440583,-0.5832262726657612,0.09647039502942838,20% OTM,30,5,50,0,11,0.6026,0.0854
20% OTM/30/7,0.0740674092899205,0.4768622921946506,0.3832894973263875,-0.5440564853762206,0.13613919010395056,20% OTM,30,7,51,0,11,0.6078,0.0854
20% OTM/30/10,0.06358174714626141,0.5536724405563332,0.3835462843090163,-0.5083230177776077,0.1250813851087077,20% OTM,30,10,53,0,0,0.626,0.0854
20% OTM/30/14,-0.013274093843998247,0.6906540818666705,0.313258710415608,-0.5620833307346818,-0.023615882411328743,20% OTM,30,14,48,0,0,0.7268,0.0854
20% OTM/30/21,-0.473150577791444,1.282219795135402,0.08787586787776447,-0.9602657244290236,-0.4927287997005001,20% OTM,30,21,34,0,4,1.4063,0.0854
20% OTM/45/3,0.08200804123751015,0.6823690629730333,0.4386382604851976,-0.6596020848362809,0.12432956645045365,20% OTM,45,3,42,0,6,0.4399,0.0854
20% OTM/45/5,0.10006489172374766,0.602016008384767,0.44299568126237254,-0.4639363323967777,0.21568668960845255,20% OTM,45,5,43,0,5,0.5451,0.0854
20% OTM/45/7,0.10006489172374766,0.602016008384767,0.44299568126237254,-0.4639363323967777,0.21568668960845255,20% OTM,45,7,43,0,5,0.5451,0.0854
20% OTM/45/10,-0.09154404616232359,0.5191656315087584,0.06740767585859647,-0.6578333655536787,-0.13915993161166842,20% OTM,45,10,39,0,8,0.5409,0.0854
20% OTM/45/14,0.07988794743298167,0.5933307871459229,0.41719533902400446,-0.43985292199480863,0.18162422809578277,20% OTM,45,14,38,0,2,0.6505,0.0854
20% OTM/45/21,-0.5705158856740673,2.0282970657648134,0.41869473141574076,-0.9930394610822719,-0.5745148184265367,20% OTM,45,21,35,0,0,0.8333,0.0854
20% OTM/45/30,-1.0,9.997364214234006,-0.6108165106397297,-1.1864950273258998,-0.8428185343968791,20% OTM,45,30,26,3,4,1.2692,0.0854
20% OTM/60/3,-0.11732711399349949,0.7913011233326745,0.2371643174502641,-0.7333300503304425,-0.15999223533882356,20% OTM,60,3,35,0,5,0.528,0.0854
20% OTM/60/5,0.09859318324439714,0.6332190140844889,0.4581418599637485,-0.66523770794938,0.14820744835453525,20% OTM,60,5,36,2,9,0.5938,0.0854
20% OTM/60/7,0.09859318324439714,0.6332190140844889,0.4581418599637485,-0.66523770794938,0.14820744835453525,20% OTM,60,7,36,2,9,0.5938,0.0854
20% OTM/60/10,0.06251399997076867,0.5661895274067452,0.38501229346068777,-0.5266125933214876,0.11870965632719876,20% OTM,60,10,31,0,1,0.6071,0.0854
20% OTM/60/14,-0.08010835968984875,0.6481536780168972,0.1857269851817634,-0.5846833716748285,-0.13701152379343018,20% OTM,60,14,30,0,3,0.7366,0.0854
20% OTM/60/21,-0.19166796972997746,1.6390618378702326,0.4642172326437593,-0.948348846514198,-0.20210703100919303,20% OTM,60,21,32,0,3,0.861,0.0854
20% OTM/60/30,-0.14017937919652745,0.5950534545720351,0.03782884489331424,-0.670223626050557,-0.20915314493248452,20% OTM,60,30,21,3,22,1.1033,0.0854
20% OTM/60/45,-1.0,14.781990474400436,-0.35860108011129355,-1.7799946660345505,-0.5617994363026869,20% OTM,60,45,13,3,35,1.9593,0.0854
20% OTM/90/3,-0.12438509686432464,0.6221031189071989,0.08873298231022003,-0.6702520791410769,-0.18557957630466917,20% OTM,90,3,31,0,2,0.559,0.0854
20% OTM/90/5,0.051238968597272505,0.5407635094882005,0.3530700147632693,-0.4419629418287474,0.1159349885428328,20% OTM,90,5,32,1,5,0.6034,0.0854
20% OTM/90/7,0.051238968597272505,0.5407635094882005,0.3530700147632693,-0.4419629418287474,0.1159349885428328,20% OTM,90,7,32,1,5,0.6034,0.0854
20% OTM/90/10,-0.22085164544565428,0.7440379748754682,0.029653542338725317,-0.6933645036111622,-0.3185217072628044,20% OTM,90,10,27,0,1,0.5016,0.0854
20% OTM/90/14,-0.2742461483842571,0.8541757269973542,0.0415249271303025,-0.7593604229173624,-0.3611541240596127,20% OTM,90,14,26,0,3,0.4982,0.0854
20% OTM/90/21,-0.05178725319809874,0.7389845369000878,0.2979109482167568,-0.6593767740259955,-0.0785396987550809,20% OTM,90,21,30,0,4,0.6711,0.0854
20% OTM/90/30,-0.18755458187152863,0.6136546207122433,-0.037905216661658,-0.6695867099217528,-0.2801049947563118,20% OTM,90,30,23,3,30,0.71,0.0854
20% OTM/90/45,-0.3489894307316417,0.5583598770750435,-0.49504507442008605,-0.882187760744268,-0.39559541206648874,20% OTM,90,45,15,3,34,0.7062,0.0854
20% OTM/90/60,-0.3738142325084134,0.5252886961506255,-0.6332947637473436,-0.9164403800667835,-0.40789803749281817,20% OTM,90,60,16,3,49,2.003,0.0854
20% OTM/120/3,-0.15211736844242674,0.8250783037573348,0.21284491719974866,-0.7297564015808087,-0.2084495156368727,20% OTM,120,3,19,0,4,0.6766,0.0854
20% OTM/120/5,-0.05329066369298763,0.628121281377616,0.22067168578432447,-0.5678291290119494,-0.0938498237765928,20% OTM,120,5,22,2,1,0.4536,0.0854
20% OTM/120/7,-0.05329066369298763,0.628121281377616,0.22067168578432447,-0.5678291290119494,-0.0938498237765928,20% OTM,120,7,22,2,1,0.4536,0.0854
