bucket,target_dte,roll_dte,CAGR,Max DD,Sharpe
10% OTM,90,5,0.33296220544542066,-0.2052893015139413,1.0164794304319684
20% OTM,30,3,0.28472048547439677,-0.49882805122083984,0.7409041334934444
ATM,120,60,-1.0,-1.137320919902007,0.7237101400407006
