Strategy,CAGR,Ann. Vol,Sharpe,Max DD,Calmar,bucket,target_dte,roll_dte,stop_loss_rolls,misses,exit_misses,transaction_costs_paid,borrow_paid
20% OTM/90/45,0.01363684757730943,0.35535943738470716,0.21448489650022196,-0.46598448813969384,0.029264595548556857,20% OTM,90,45,15,3,34,0.0,0.0
20% OTM/90/60,0.2586276588801828,0.2847401128107243,0.9546048722291572,-0.3118563254593397,0.8293167005647383,20% OTM,90,60,17,3,49,0.0,0.0
20% OTM/120/3,0.1037759985088591,0.5027883492622475,0.45127651094918736,-0.42062569483566536,0.24671816244940395,20% OTM,120,3,26,0,2,0.0,0.0
20% OTM/120/5,0.16066594498468278,0.48060510678041257,0.5449045544609221,-0.34256232095764705,0.4690123085794565,20% OTM,120,5,29,1,5,0.0,0.0
20% OTM/120/7,0.16066594498468278,0.48060510678041257,0.5449045544609221,-0.34256232095764705,0.4690123085794565,20% OTM,120,7,29,1,5,0.0,0.0
20% OTM/120/10,-0.008586590197209532,0.4829486690579644,0.22183924077327924,-0.41229506670342886,-0.020826322919323258,20% OTM,120,10,27,0,1,0.0,0.0
20% OTM/120/14,-0.07390028801266713,0.582879245223484,0.16134976475691554,-0.5748061449905058,-0.12856558451351935,20% OTM,120,14,23,0,3,0.0,0.0
20% OTM/120/21,0.03812355215781005,0.5336042057767681,0.33675707634946717,-0.4213679151549877,0.09047568831572624,20% OTM,120,21,24,0,4,0.0,0.0
20% OTM/120/30,0.08913260084998997,0.430628505535195,0.4107219974310987,-0.5673750587492219,0.1570964381946622,20% OTM,120,30,19,3,30,0.0,0.0
20% OTM/120/45,0.030675293334104348,0.3739844609302229,0.2655945964238779,-0.46598448813969384,0.06582900099650622,20% OTM,120,45,17,3,34,0.0,0.0
20% OTM/120/60,0.13111546260178186,0.5052638725894285,0.4944780573378443,-0.46581119188458386,0.2814776993041183,20% OTM,120,60,24,0,4,0.0,0.0
20% OTM/150/3,0.05950310173076856,0.4436616551914748,0.3504941793034916,-0.34256232095764705,0.17370007759296233,20% OTM,150,3,23,0,3,0.0,0.0
