target_dte,3,5,7,10,14,21,30,45,60
30,0.38819365353435686,0.3099156836788004,0.3114914475706787,0.21360019536858932,0.14551525272354526,0.22209427417227334,,,
45,0.28864904754632037,0.33309100319969653,0.33309100319969653,0.19146487015101,0.16817575288665676,0.17172922996790407,0.21351322570049058,,
60,0.27357813870625725,0.33809112693807575,0.33809112693807575,0.28832300638615616,0.2412470992127802,0.15387001801267441,0.15462391668083253,0.0529157383684935,
90,0.3024298999847643,0.2904151839048432,0.2904151839048432,0.29917860184185274,0.18743947475377687,0.1450172385994808,0.18873280024733852,0.05273144959562526,0.12116915490588931
120,0.16756795961242843,0.26283168989307115,0.26283168989307115,0.12458667247140753,0.06957986726557608,0.1508027323746124,0.17636821117659918,0.12411182469766846,0.16127300061957617
150,0.21656753856457622,0.07297999568308389,0.07297999568308389,0.01807902204992029,0.07199682826617115,0.06420230735761034,0.12545110477838972,0.10470000501035992,0.20987363435699757
180,0.12636241827296835,0.12896474802855007,0.12896474802855007,0.05015719963911036,0.11322654549094491,0.09046163277464281,0.05384535967369386,0.11589497014330008,0.10141006913414063
210,0.11474523566029338,0.1248214691615468,0.1248214691615468,0.11534305083795471,0.12834751848610804,0.11122347301205959,0.09089429143524619,0.11683406236912175,0.12846665587338157
240,0.14845268679852208,0.14287405622979987,0.14287405622979987,0.11537533724612947,0.12570074196803493,0.11253221901497756,0.09089429143524619,0.12086745002872878,0.10816801454267178
270,0.14845268679852208,0.14287405622979987,0.14287405622979987,0.12565756617640567,0.13519722983239602,0.11152526394967333,0.09089429143524619,0.1080410454359082,0.10702031561921888
