bucket,target_dte,roll_dte,CAGR,Max DD,Sharpe
10% OTM,30,3,0.34481902435391465,-0.22409092334689618,1.1900985480005564
20% OTM,30,3,0.3139187116306881,-0.39946853031953633,0.8256695520816485
ATM,45,3,0.2662274036371517,-0.29013601645588705,0.7857526522094012
