Strategy,CAGR,Ann. Vol,Sharpe,Max DD,Calmar,bucket,target_dte,roll_dte,stop_loss_rolls,misses
ATM/90/60,0.046970994420353795,0.2985138775265267,0.3032251054767631,-0.24024152793996345,0.19551571630068837,ATM,90,60,20,0
ATM/120/3,0.0963818766437805,0.4940038798156866,0.4269787752444714,-0.32839568642564576,0.29349312621255447,ATM,120,3,30,0
ATM/120/5,0.010108878914696362,0.45571244671061667,0.2472210815432484,-0.3995208914595244,0.025302503901026903,ATM,120,5,30,0
ATM/120/7,0.010108878914696362,0.45571244671061667,0.2472210815432484,-0.3995208914595244,0.025302503901026903,ATM,120,7,30,0
ATM/120/10,0.03483337993949531,0.435939647620166,0.2939499384282426,-0.31588866361457235,0.11027106684017263,ATM,120,10,28,0
ATM/120/14,-0.1087649369263346,0.5312911071185699,0.046064830297309955,-0.5184689152597611,-0.20978101815774558,ATM,120,14,27,0
ATM/120/21,-0.002848881297379924,0.4626982057389536,0.22578428958311555,-0.37083439525741313,-0.007682354532950982,ATM,120,21,22,0
ATM/120/30,-0.06564568895951373,0.4369692306218748,0.062037536636875557,-0.4032642719894357,-0.16278577974602582,ATM,120,30,22,0
ATM/120/45,-0.05538918025492068,0.38675066504911526,0.047780386878621364,-0.4336763007327247,-0.12772009944130452,ATM,120,45,20,0
ATM/120/60,0.05309565481301082,0.39343272068937124,0.32961922809768535,-0.3431307658041447,0.15473883459146662,ATM,120,60,25,0
ATM/150/3,0.1016798312668965,0.4629075957178397,0.4352363662058408,-0.30295802828969065,0.3356234916133977,ATM,150,3,24,0
ATM/150/5,0.07795086189174905,0.40551812523442393,0.38635012308561767,-0.28800945133337363,0.27065383281995214,ATM,150,5,22,0
ATM/150/7,0.07795086189174905,0.40551812523442393,0.38635012308561767,-0.28800945133337363,0.27065383281995214,ATM,150,7,22,0
ATM/150/10,0.08772337554804399,0.4353137124403118,0.4086517388228226,-0.3121308727645433,0.28104677621626467,ATM,150,10,22,0
ATM/150/14,-0.021750713121252763,0.45652569879824717,0.1792023321228914,-0.3173755747318193,-0.06853304051400931,ATM,150,14,19,0
