Strategy,CAGR,Ann. Vol,Sharpe,Max DD,Calmar,bucket,target_dte,roll_dte,stop_loss_rolls,misses,exit_misses,transaction_costs_paid,borrow_paid
ATM/30/3,0.2233967937307202,0.4138362444782512,0.6811252365338771,-0.3359765152941332,0.6649178843204138,ATM,30,3,70,0,5,0.3116,0.0854
ATM/30/5,0.07690732126559885,0.4519326248531281,0.37403323867873844,-0.542512474233029,0.1417613878359677,ATM,30,5,59,0,5,0.2912,0.0854
ATM/30/7,0.0770949791168507,0.4518715634490395,0.3744128708818504,-0.5420861213187474,0.14221906092946943,ATM,30,7,59,0,5,0.2953,0.0854
ATM/30/10,-0.07108112744601358,0.4349511964723659,0.03163432649234988,-0.5725638833847624,-0.12414532161164474,ATM,30,10,48,0,4,0.3261,0.0854
ATM/30/14,-1.0,2.8692058845196686,0.5631332530953543,-1.1290200716703582,-0.8857238459193413,ATM,30,14,42,0,2,0.3251,0.0854
ATM/30/21,-1.0,58.634384869818966,0.5281977373356457,-1.0531939667991754,-0.9494927159895908,ATM,30,21,32,0,4,0.8748,0.0854
ATM/45/3,0.2545344171453019,0.4105523096052686,0.7547229687096005,-0.32762282614739935,0.7769129524289783,ATM,45,3,49,0,0,0.3144,0.0854
ATM/45/5,0.19559037495336473,0.39618094631407624,0.645852532183569,-0.3483128006477707,0.5615365688243952,ATM,45,5,50,0,0,0.3428,0.0854
ATM/45/7,0.19559037495336473,0.39618094631407624,0.645852532183569,-0.3483128006477707,0.5615365688243952,ATM,45,7,50,0,0,0.3428,0.0854
ATM/45/10,-0.06883351752450362,0.39851485880808474,0.014776785953984085,-0.5783472152612005,-0.11901763457686254,ATM,45,10,42,0,6,0.3339,0.0854
ATM/45/14,-0.19814403610125397,0.46250303583003627,-0.25286614067979835,-0.6936068243996291,-0.2856719817783845,ATM,45,14,38,0,2,0.3327,0.0854
ATM/45/21,-0.3490835800368324,0.7394518189898687,-0.22507796402162367,-0.8979840190490632,-0.3887414170315646,ATM,45,21,49,0,0,0.5113,0.0854
ATM/45/30,-0.47365864705312366,0.940168280532584,-0.2381230353559407,-0.9457962893614769,-0.5008040868640948,ATM,45,30,38,0,3,0.7983,0.0854
ATM/60/3,0.1451352214580297,0.4891845732356384,0.5203843111628712,-0.48277319594487533,0.300628168003349,ATM,60,3,42,0,2,0.3264,0.0854
ATM/60/5,0.1651075859715716,0.4520633300114186,0.5616219455902883,-0.5177571322289147,0.3188900271847399,ATM,60,5,46,0,4,0.2968,0.0854
ATM/60/7,0.1651075859715716,0.4520633300114186,0.5616219455902883,-0.5177571322289147,0.3188900271847399,ATM,60,7,46,0,4,0.2968,0.0854
ATM/60/10,0.08666790087307086,0.4242465655798551,0.40573001218695987,-0.4531279507007474,0.19126584607954952,ATM,60,10,39,0,3,0.3015,0.0854
ATM/60/14,-0.17393909918377415,0.5092600868309121,-0.12653257733095077,-0.6560905867644764,-0.26511445628500513,ATM,60,14,36,0,3,0.3233,0.0854
ATM/60/21,-0.32760931950178296,0.8616144219967102,-0.03824467456216617,-0.8955579554293452,-0.3658158777057836,ATM,60,21,39,0,5,0.4367,0.0854
ATM/60/30,-0.07571688834123758,0.38422292982305284,-0.013508483111653554,-0.4916961122168306,-0.15399122844365212,ATM,60,30,34,0,13,0.563,0.0854
ATM/60/45,-1.0,59.96377670330081,0.6190511513932277,-1.781543178910918,-0.56131112163743,ATM,60,45,24,0,2,1.4452,0.0854
ATM/90/3,0.17365992670969455,0.4565056325073735,0.5730877899073129,-0.40669424295229584,0.42700365131567497,ATM,90,3,37,0,2,0.3288,0.0854
ATM/90/5,0.24397238913485642,0.43196893393036445,0.714018548847789,-0.34103854946669854,0.7153806791530458,ATM,90,5,38,0,5,0.3302,0.0854
