,Total Return,Annualized Return,Annualized Vol,Sharpe,Max Drawdown,Worst 1D Loss,Best 1D Gain
Short LETF Only,-99.35%,-85.67%,128.95%,-0.66,-99.61%,-47.24%,24.56%
